FECHAHORA,"HARDWARE_NAME","MONITOR_1_SN","LLDP_RID1_SWITCH_PORTDESCR","LLDP_RID1_SWITCH_SYSNAME","p4k_FREQUENT_USERS"
"29-03-2022",S4PL8837,V305DFM6,"PC Port","SEP247E12BE6F25.asepeyo.site","11214->20;10243->18;7343->13"
"29-03-2022",PC053VEM,52549101,"Device Port 2","(empty)","26589->44;24227->30;80790->8"
"29-03-2022",S4PL3954,V305BK1Y,"-","-","10379->46;14479->29;26335->26"
"29-03-2022",S4PL3941,V305BKL9,"PC Port","SEP247E12BFD070.asepeyo.site","23611->55;20623->54;24687->44"
"29-03-2022",S4PL4467,V305BHBL,gi3,"SW-AMU139V0-32","27333->21;23877->4;24673->1"
"29-03-2022",S4PL3941,V305BKL9,"-","-","20623->54;23611->54;24687->44"
"29-03-2022",S4PL3938,V305BHAK,"-","-","1305->46;11875->38;11971->32"
"29-03-2022",S4AV0105,V902Z3RB,gi17,"SW-AMU139V0-15","6186->37;21211->33;9986->31"
"29-03-2022",S4AU7289,V902Z3AB,gi21,"SW-AMU139V0-32","14545->46;9306->38;23599->6"
"29-03-2022",S4AU7521,V902Z31B,gi21,"SW-AMU139V0-46","9755->19;9864->11;27443->7"
"29-03-2022",S4AU7137,V902Z39F,gi12,"SW-AMU139V0-36","27443->7;81241->6;25551->5"
"29-03-2022",S4AU7521,V902Z31B,gi21,"SW-AMU139V0-46","9755->19;9864->11;27443->6"
"29-03-2022",S4AU7521,V902Z31B,gi21,"SW-AMU139V0-46","9755->19;9864->11;27443->5"
"29-03-2022",S4AU4974,V902Z3WB,gi15,"SW-AMU139V0-30","26481->49;10047->29;14457->7"
"29-03-2022",S4AV0482,V902Z39M,gi8,"SW-AMU139V0-29","6074->45;26481->20;24369->8"
"29-03-2022",S4PL5076,V305BHBA,"PC Port","SEP247E12BE6F16.asepeyo.site","1230->32;24273->7;23613->2"
"29-03-2022",S4PL3951,V305BHAH,gi9,"SW-AMU139V0-26","1288->16;1369->9;27257->7"
"29-03-2022",S4PL4467,V305BHBL,"-","-","27333->21;23877->3;24673->1"
"29-03-2022",PC053VBN,"VL-ZGR67","-","-","25917->41;2349->34;4003->1"
"29-03-2022",S4AY2975,V902Z3ZZ,"PC Port","SEP009AD2F08AA2.asepeyo.site","22421->125;27083->50;10934->6"
"29-03-2022",S4AY2908,V902Z3N5,"-","-","27413->26;12853->18;23447->18"
"29-03-2022",S4AY2926,V902Z2M6,"PC Port","SEPB4A8B969C8DC.asepeyo.site","1346->49;23415->35;12853->26"
"29-03-2022",S4PL3327,V305BHLB,"-","-","6425->45;1350->8;12498->6"
"29-03-2022",S4AU7083,V902Z3NC,"-","-","26307->20;27413->16;1349->15"
"29-03-2022",S4PL3873,V305BH8R,"-","-","14681->29;13786->16;7305->16"
"29-03-2022",S4AU6938,V902Z39Z,gi9,"SW-AMU139V0-7","6395->16;7305->15;13786->12"
"29-03-2022",S4AU7145,V902Z3AA,"-","-","14694->14;7343->11;6669->8"
"29-03-2022",S4AV0275,V902V2X1,"-","-","6877->51;23299->37;10199->30"
"29-03-2022",S4AU7772,V902Z425,gi7,"SW-AMU139V0-24","26219->6;6615->5;6150->1"
"29-03-2022",S4AV0482,V902Z39M,gi8,"SW-AMU139V0-29","6074->45;26481->19;24369->8"
"29-03-2022",S4AU7258,0,gi12,"SW-AMU139V0-29","4003->56;6935->47;14457->5"
"29-03-2022",S4PL4550,V305BHBM,gi7,"SW-AMU139V0-32","3192->24"
"29-03-2022",S4PL8689,V305BFCV,gi13,"SW-AMU139V0-35","7083->47"
"29-03-2022",S4AY2861,V902Z3ZV,gi2,"SW-AMU139V0-5","12072->51;12487->2;20951->1"
"29-03-2022",S4AY2861,V902Z3ZV,"-","-","12072->50;12487->2;20951->1"
"29-03-2022",S4AV0482,V902Z39M,gi8,"SW-AMU139V0-29","6074->45;26481->19;24369->8"
"29-03-2022",S4AY2861,V902Z3ZV,"-","-","12072->49;12487->2;20951->1"
"29-03-2022",S4PL3873,V305BH8R,"-","-","14681->29;13786->16;7305->16"
"29-03-2022",S4PL3854,V305BH8A,gi5,"SW-AMU139V0-23","3336->16"
"29-03-2022",S4PL4554,V305BK1V,gi6,"SW-AMU139V0-16","1359->54;12660->2;20951->1"
"29-03-2022",S4AU7772,V902Z425,gi7,"SW-AMU139V0-24","26219->6;6615->4;6150->1"
"29-03-2022",S4AV0275,V902V2X1,"Device Port 2","(empty)","6877->52;23299->37;10199->30"
"29-03-2022",S4PL4373,V305BK1D,"-","-","1325->21"
"29-03-2022",PC053VHG,16843009,"-","-","3167->2;6616->1;22473->1"
"29-03-2022",S4PL4531,V305BFM8,gi15,"SW-AMU139V0-3","6616->39;27257->3"
"29-03-2022",PC053VHG,16843009,"-","-","6616->1;3167->1;22473->1"
"29-03-2022",S4PL3945,V305BHAN,"PC Port","SEPB4A8B969C3D0.asepeyo.site","1369->2"
"29-03-2022",S4PL4705,V305BFMA,"-","-","22473->21"
"29-03-2022",S4PL4534,V305BFMC,gi17,"SW-AMU139V0-32","27443->23;24673->7;27019->3"
"29-03-2022",S4PL3954,V305BK1Y,"PC Port","SEPB4A8B969C80B.asepeyo.site","10379->46;14479->29;26335->26"
"29-03-2022",S4PL3896,V305BGHX,gi2,"SW-AMU139V0-32","27479->9;27333->1"
"29-03-2022",S4AV0275,V902V2X1,"-","-","6877->52;23299->38;10199->29"
"29-03-2022",S4PL3831,V305BK3M,"-","-","6097->52"
"29-03-2022",PC053VDS,0,gi7,"SW-AMU139V0-5","5095->5;6616->1;1366->1"
"29-03-2022",S4PL3854,V305BH8A,"-","-","3336->15"
"29-03-2022",S4PL3953,V305BH8Y,gi2,"SW-AMU139V0-28","3280->14;1366->9;81901->8"
"29-03-2022",S4AY2986,V902Z2XV,"-","-","12691->25;4070->25;1277->24"
"29-03-2022",S4PL3938,V305BHAK,gi15,"SW-AMU139V0-15","1305->46;11875->38;11971->32"
"29-03-2022",S4PL3818,V305BHVV,"-","-","23877->7;3192->7;27333->6"
"29-03-2022",S4AY2856,V902Z400,gi12,"SW-AMU139V0-20","27083->78;23913->9;22421->4"
"29-03-2022",S4PL4686,V305BHVN,"PC Port","SEP247E12BF6687.asepeyo.site","27763->22;26271->6;1209->2"
"29-03-2022",S4PL4563,V305BH8C,gi6,"SW-AMU139V0-23","4324->16"
"29-03-2022",S4PL4526,V305BHW9,gi7,"SW-AMU139V0-26","14621->16;81241->14;11091->8"
"29-03-2022",PC053VF6,16843009,gi10,"SW-AMU139V0-3","6616->11;7452->1"
"29-03-2022",S4AY2975,V902Z3ZZ,"PC Port","SEP009AD2F08AA2.asepeyo.site","22421->125;27083->50;10934->6"
"29-03-2022",S4AY2961,V902Z2NA,"-","-","9937->38;22389->26;9959->14"
"29-03-2022",S4PL4482,V305BFM2,gi6,"SW-AMU139V0-15","1369->6;27257->3;20623->1"
"29-03-2022",S4PL3873,V305BH8R,"PC Port","SEP247E12BF89FF.asepeyo.site","14681->28;13786->16;7305->16"
"29-03-2022",S4AY2980,V902Z3R4,gi21,"SW-AMU139V0-30","6074->23"
"29-03-2022",S4PL3873,V305BH8R,"-","-","14681->27;13786->16;7305->16"
"29-03-2022",S4AY2975,V902Z3ZZ,"PC Port","SEP009AD2F08AA2.asepeyo.site","22421->124;27083->51;10934->6"
"29-03-2022",S4PL3938,V305BHAK,gi15,"SW-AMU139V0-15","1305->46;11875->38;11971->32"
"29-03-2022",S4AY2994,V902Z3RD,"PC Port","SEP247E12BF80FA.asepeyo.site","25433->10;25521->3;26899->2"
"29-03-2022",S4PL4252,V305BH8B,gi12,"SW-AMU139V0-33","27875->29;9306->1"
"29-03-2022",S4PL4467,V305BHBL,"-","-","27333->21;23877->2;24673->1"
"29-03-2022",S4PL3814,V305BK3P,"-","-","21459->40"
"29-03-2022",S4AU5084,V902V25V,gi18,"SW-AMU139V0-25","9862->52;1251->18;4003->3"
"29-03-2022",PC053VLA,0,gi2,"SW-AMU139V0-11","10572->23"
"29-03-2022",PC053VHG,16843009,"-","-","6616->1;22473->1"
"29-03-2022",S4PL4595,V305BK1Z,"PC Port","SEP247E12BF8564.asepeyo.site","23613->12;27443->5;6257->5"
"29-03-2022",S4AU7842,V902V2Y1,"-","-","20069->57"
"29-03-2022",S4PL3110,V305BHBB,"-","-","1351->6;27443->6;24273->5"
"29-03-2022",PC053VFC,0,gi1,"SW-AMU139V0-5","9952->48;12072->1"
"29-03-2022",S4PL9049,V305BK1W,"-","-","6341->49"
"29-03-2022",S4AY3020,V902Z3V3,"-","-","1351->12;23613->8;26937->7"
"29-03-2022",S4AV0105,V902Z3RB,gi17,"SW-AMU139V0-15","6186->37;21211->33;9986->31"
"29-03-2022",S4AU7521,V902Z31B,gi21,"SW-AMU139V0-46","9755->19;9864->11;26809->4"
"29-03-2022",S4AU5155,V902V2XT,"PC Port","SEP247E12BF67E5.asepeyo.site","24369->32;9862->4;14457->3"
"29-03-2022",S4AU7137,V902Z39F,gi12,"SW-AMU139V0-36","27443->7;81241->6;25551->5"
"29-03-2022",S4AU4974,V902Z3WB,"-","-","26481->50;10047->28;14457->7"
"29-03-2022",S4PL3741,V305BHA4,"-","-","81249->15;13614->12;27627->9"
"29-03-2022",S4AY2918,V902Z3ZB,gi2,"SW-AMU139V0-6","6454->96"
"29-03-2022",S4PL8837,V305DFM6,"PC Port","SEP247E12BE6F25.asepeyo.site","11214->20;10243->18;7343->13"
"29-03-2022",S4PL4056,V305BHA5,"-","-","25595->30;27763->10"
"29-03-2022",S4AV0092,V902Z30R,gi17,"SW-AMU139V0-25","15548->64"
"29-03-2022",S4PL4559,V305BH9G,"-","-","26271->36;27763->11"
"29-03-2022",S4PL3826,V305BK38,gi11,"SW-AMU139V0-10","12362->22;6401->2"
"29-03-2022",S4PL4222,V305DFLW,gi3,"SW-AMU139V0-12","4037->26"
"29-03-2022",S4PL8838,V305DFMC,gi7,"SW-AMU139V0-12","4139->30"
"29-03-2022",S4PL3741,V305BHA4,"-","-","81249->15;13614->11;27627->9"
"29-03-2022",S4AU7283,V902Z3A8,gi7,"SW-AMU139V0-36","11091->5;9938->5;14621->4"
"29-03-2022",S4PL8663,V304Y180,"-","-","1220->34;10287->19;9124->11"
"29-03-2022",S4PL3933,V305BH9C,"-","-","1275->49"
"29-03-2022",S4PL3941,V305BKL9,"-","-","20623->55;23611->53;24687->44"
"29-03-2022",S4PL4067,V305BG2F,gi5,"SW-AMU139V0-25","27443->12;14621->11;13614->6"
"29-03-2022",S4AU7293,V902Z3A2,"-","-","6061->52;9124->5;23311->4"
"29-03-2022",PC0A85PK,V901XZGF,"-","-","1155->4;24827->2;1254->1"
"29-03-2022",S4PL5078,V305DFM2,"-","-","1374->33"
"29-03-2022",S4PL4597,V305DFM9,"-","-","1340->63"
"29-03-2022",S4PL4540,V305BFCR,"-","-","1363->24"
"29-03-2022",S4PL4917,V305BHAG,gi2,"SW-AMU139V0-31","25679->13;14350->9;24273->6"
"29-03-2022",S4PL3746,V305BH8D,"-","-","27095->51"
"29-03-2022",PC053V7Z,60227032,gi12,"SW-AMU139V0-8","24227->15;26589->14"
"29-03-2022",S4AU7293,V902Z3A2,"-","-","6061->51;9124->5;23311->4"
"29-03-2022",S4M80643,0,"-","-","5095->56"
"29-03-2022",S4PL5076,V305BHBA,"-","-","1230->31;24273->7;23613->2"
"29-03-2022",S4PL2948,V305BHNR,gi16,"SW-AMU139V0-5","1347->39"
"29-03-2022",S4AY2918,V902Z3ZB,gi2,"SW-AMU139V0-6","6454->96"
"29-03-2022",S4PL3950,V305BHW5,gi9,"SW-AMU139V0-9","11631->27"
"29-03-2022",S4PL5076,V305BHBA,"-","-","1230->30;24273->7;23613->2"
"29-03-2022",S4PL8751,V305BHAV,"Port 2",SEPDC774C952927,"23613->7;25679->6;9938->6"
"29-03-2022",S4PL4252,V305BH8B,gi12,"SW-AMU139V0-33","27875->28;9306->1"
"29-03-2022",PC053VBN,"VL-ZGR67","-","-","25917->40;2349->34;26481->1"
"29-03-2022",S4PL3819,V305BHAM,"-","-","3159->24"
"29-03-2022",S4PL8703,V305DFM4,"-","-","4222->44"
"29-03-2022",S4PL4190,V305BFC0,"-","-","27257->41"
"29-03-2022",PC053VEM,52549101,"-","-","26589->45;24227->29;80790->10"
"29-03-2022",S4AU7096,V902Z2MX,gi16,"SW-AMU139V0-31","81071->25;81091->22;81881->14"
"29-03-2022",S4AU6671,V902Y4HX,gi9,"SW-AMU139V0-25","1293->46"
"29-03-2022",S4PL4183,V305DFLL,gi2,"SW-AMU139V0-13","3445->33"
"29-03-2022",S4AY2975,V902Z3ZZ,"PC Port","SEP009AD2F08AA2.asepeyo.site","22421->125;27083->50;10934->6"
"29-03-2022",S4J96760,0,"PC Port","SEPB4A8B969C993.asepeyo.site","23691->44"
"29-03-2022",S4AU7289,V902Z3AB,"-","-","14545->45;9306->38;23599->6"
"29-03-2022",S4PL4073,V305BG2C,gi12,"SW-AMU139V0-7","15192->19;12907->17;7305->15"
"29-03-2022",PC053VJH,0,gi4,"SW-AMU139V0-6","12794->24"
"29-03-2022",S4AV0146,V902Z3RK,gi19,"SW-AMU139V0-39","12777->56;27849->36;27729->31"
"29-03-2022",PC053VFH,"VL-ZVG74","-","-","80734->48;84001->7;84005->3"
"29-03-2022",S4PL4543,V305BHA3,"-","-","1155->28;81755->8;25433->3"
"29-03-2022",S4AV0482,V902Z39M,gi8,"SW-AMU139V0-29","6074->46;26481->19;24369->7"
"29-03-2022",S4PL9025,V3071RZD,"-","-","26201->17"
"29-03-2022",S4PL4759,V305DFM0,gi17,"SW-AMU139V0-12","15611->27"
"29-03-2022",S4PL4597,V305DFM9,"PC Port","SEP2C0BE904935F.asepeyo.site","1340->63"
"29-03-2022",PC0A85QB,V9012R2A,"-","-","1254->16;15667->2;15192->2"
"29-03-2022",S4PL3270,V305BHLX,"-","-","14043->48;21979->8;6061->5"
"29-03-2022",S4PL4060,V305BK2M,"-","-","5245->49"
"29-03-2022",S4AY2918,V902Z3ZB,gi2,"SW-AMU139V0-6","6454->95"
"29-03-2022",S4PL4528,V305DFM8,gi9,"SW-AMU139V0-13","3511->25;5195->1"
"29-03-2022",S4AY2857,V902Z3Z8,gi5,"SW-AMU139V0-17","1343->24;81924->2"
"29-03-2022",S4AY2861,V902Z3ZV,gi2,"SW-AMU139V0-5","12072->48;12487->2;20951->1"
"29-03-2022",S4PL4531,V305BFM8,gi15,"SW-AMU139V0-3","6616->39;27257->2"
"29-03-2022",S4AY2906,V902Z3ZP,gi2,"SW-AMU139V0-17","23235->45"
"29-03-2022",S4AY2996,V902Z3RN,"-","-","11483->56"
"29-03-2022",S4AU7145,V902Z3AA,"-","-","14694->14;7343->11;6669->8"
"29-03-2022",S4PL3942,V305BH9D,gi1,"SW-AMU139V0-19","1330->39;27893->9"
"29-03-2022",S4PL4547,V305BK3N,gi11,"SW-AMU139V0-33","4923->23"
"29-03-2022",S4PL3954,V305BK1Y,"-","-","10379->46;14479->29;26335->26"
"29-03-2022",S4AU7298,V902Z3AP,"-","-","1309->42;9747->5"
"29-03-2022",S4AY2880,V902Z2Y5,gi17,"SW-AMU139V0-20","23913->32;0838->21;23235->1"
"29-03-2022",S4AY2908,V902Z3N5,"PC Port","SEP247E12BF77A1.asepeyo.site","27413->26;12853->18;23447->18"
"29-03-2022",PC053VKB,"VN-167518","PC Port","SEP247E12BF7797.asepeyo.site","27443->23;27019->10;24673->4"
"29-03-2022",S4AV0220,V902Z3RV,"-","-","6891->28;15501->21;15667->2"
"29-03-2022",S4PL4059,V305BK3A,gi13,"SW-AMU139V0-6","1358->56"
"29-03-2022",S4PL4774,V305DFM3,gi13,"SW-AMU139V0-3","1366->49"
"29-03-2022",S4PL4539,V305DFLY,gi4,"SW-AMU139V0-12","4529->34"
"29-03-2022",S4AY2903,V902Z3XB,gi9,"SW-AMU139V0-16","26113->48"
"29-03-2022",S4AU7258,0,gi12,"SW-AMU139V0-29","4003->56;6935->47;14457->5"
"29-03-2022",PC0A85PL,V9023MPM,gi8,"SW-AMU139V0-23","1322->27"
"29-03-2022",S4PL4550,V305BHBM,gi7,"SW-AMU139V0-32","3192->23"
"29-03-2022",S4PL3527,V305BH21,"PC Port","SEP247E12BF8990.asepeyo.site","9494->40;12777->9;23375->9"
"29-03-2022",S4PL4065,V305BG01,"-","-","6162->48"
"29-03-2022",S4PL4373,V305BK1D,"-","-","1325->20"
"29-03-2022",S4AY2926,V902Z2M6,"PC Port","SEPB4A8B969C8DC.asepeyo.site","1346->49;23415->35;12853->27"
"29-03-2022",S4PL4876,V305BK3L,gi2,"SW-AMU139V0-4","3167->39"
"29-03-2022",S4AU7083,V902Z3NC,"-","-","26307->21;27413->17;1349->15"
"29-03-2022",S4AV0146,V902Z3RK,gi19,"SW-AMU139V0-39","12777->56;27849->36;27729->30"
"29-03-2022",S4PL3873,V305BH8R,"PC Port","SEP247E12BF89FF.asepeyo.site","14681->26;13786->16;7305->16"
"29-03-2022",S4PL4553,V305BK32,"-","-","80434->22"
"29-03-2022",S4AU6938,V902Z39Z,gi9,"SW-AMU139V0-7","6395->16;7305->16;13786->12"
"29-03-2022",S4AV0275,V902V2X1,"-","-","6877->52;23299->38;10199->29"
"29-03-2022",S4AY2882,V902Z3ZT,gi8,"SW-AMU139V0-32","9747->44"
"29-03-2022",S4PL4530,V305DFMA,gi14,"SW-AMU139V0-12","3048->37"
"29-03-2022",S4AY2856,V902Z400,gi12,"SW-AMU139V0-20","27083->77;23913->9;22421->4"
"29-03-2022",S4PL3327,V305BHLB,gi20,"SW-AMU139V0-36","6425->47;1350->8;12498->6"
"29-03-2022",S4AY2978,V902Z2XY,"-","-","1182->39;7083->2"
"29-03-2022",S4AU7145,V902Z3AA,"PC Port","SEP247E12BF5D85.asepeyo.site","14694->14;7343->11;6669->8"
"29-03-2022",S4AY2926,V902Z2M6,"-","-","1346->49;23415->35;12853->27"
"29-03-2022",S4PL5078,V305DFM2,"-","-","1374->32"
"29-03-2022",S4PL8707,V305BFM0,"-","-","1288->50"
"29-03-2022",S4PL3831,V305BK3M,"-","-","6097->51"
"29-03-2022",S4PL3827,V305BK3V,gi13,"SW-AMU139V0-23","3280->44;14621->1"
"29-03-2022",S4PL3948,V305BK1M,gi3,"SW-AMU139V0-10","26251->16"
"29-03-2022",S4AU7205,V902Z30H,"-","-","81073->46;80492->5;81071->4"
"29-03-2022",S4PL8837,V305DFM6,"-","-","11214->20;10243->18;7343->13"
"29-03-2022",S4PL4527,V305BK34,gi17,"SW-AMU139V0-5","4212->54"
"29-03-2022",S4PL3815,V305BH9Z,"-","-","6129->45"
"29-03-2022",S4AY2965,V902Z3ZA,"-","-","12853->3;1370->3;23375->3"
"29-03-2022",S4PL3807,V305BK29,gi9,"SW-AMU139V0-20","1336->51;9952->1;23235->1"
"29-03-2022",S4PL3807,V305BK29,"-","-","1336->50;9952->1;23235->1"
"29-03-2022",S4PL3938,V305BHAK,"-","-","1305->46;11875->38;11971->32"
"29-03-2022",S4AV0105,V902Z3RB,gi17,"SW-AMU139V0-15","6186->37;21211->33;9986->30"
"29-03-2022",S4AY2878,V902Z3ZM,gi15,"SW-AMU139V0-20","81866->40;81910->14;81867->14"
"29-03-2022",PC053VFB,"VL-ZVH18","-","-","84005->73;84001->2"
"29-03-2022",PC053VFB,"VL-ZVH18","-","-","84005->72;84001->2"
"28-03-2022",S4AY2986,V902Z2XV,"-","-","12691->25;4070->25;1277->23"
"28-03-2022",S4PL3954,V305BK1Y,"-","-","10379->45;14479->29;26335->26"
"28-03-2022",S4PL3938,V305BHAK,gi15,"SW-AMU139V0-15","1305->46;11875->39;11971->32"
"28-03-2022",S4PL8837,V305DFM6,"-","-","11214->21;10243->18;7343->13"
"28-03-2022",S4AY2961,V902Z2NA,gi1,"SW-AMU139V0-24","9937->38;22389->26;9959->14"
"28-03-2022",S4AU7205,V902Z30H,"-","-","81073->45;80492->5;81071->4"
"28-03-2022",S4AY2926,V902Z2M6,"-","-","1346->51;23415->35;12853->27"
"28-03-2022",S4AV0105,V902Z3RB,"-","-","6186->37;21211->33;9986->30"
"28-03-2022",S4PL5076,V305BHBA,"PC Port","SEP247E12BE6F16.asepeyo.site","1230->30;24273->7;23613->2"
"28-03-2022",S4AU5084,V902V25V,gi18,"SW-AMU139V0-25","9862->52;1251->18;4003->3"
"28-03-2022",S4AY2926,V902Z2M6,"-","-","1346->52;23415->35;12853->27"
"28-03-2022",S4AY3020,V902Z3V3,"-","-","1351->12;23613->8;26937->7"
"28-03-2022",S4PL3954,V305BK1Y,"-","-","10379->45;14479->29;26335->26"
"28-03-2022",S4PL4595,V305BK1Z,"-","-","23613->12;27443->5;6257->5"
"28-03-2022",S4PL4595,V305BK1Z,"-","-","23613->12;27443->5;6257->5"
"28-03-2022",S4PL3954,V305BK1Y,"-","-","10379->45;14479->29;26335->26"
"28-03-2022",S4AU5155,V902V2XT,"-","-","24369->31;9862->4;14457->3"
"28-03-2022",S4PL3954,V305BK1Y,"PC Port","SEPB4A8B969C80B.asepeyo.site","10379->45;14479->29;26335->26"
"28-03-2022",S4PL4059,V305BK3A,gi13,"SW-AMU139V0-6","1358->55"
"28-03-2022",S4AU7289,V902Z3AB,gi21,"SW-AMU139V0-32","14545->46;9306->37;23599->6"
"28-03-2022",S4AV0482,V902Z39M,"-","-","6074->45;26481->19;24369->7"
"28-03-2022",S4AY2986,V902Z2XV,gi13,"SW-AMU139V0-24","4070->26;12691->25;1277->23"
"28-03-2022",S4AY2961,V902Z2NA,gi1,"SW-AMU139V0-24","9937->38;22389->26;9959->13"
"28-03-2022",S4AY2926,V902Z2M6,"PC Port","SEPB4A8B969C8DC.asepeyo.site","1346->52;23415->35;12853->27"
"28-03-2022",S4PL4526,V305BHW9,"-","-","14621->16;81241->14;81244->9"
"28-03-2022",S4PL3941,V305BKL9,"PC Port","SEP247E12BFD070.asepeyo.site","20623->54;23611->53;24687->44"
"28-03-2022",S4AY2908,V902Z3N5,"-","-","27413->26;12853->18;1370->18"
"28-03-2022",PC053VBN,"VL-ZGR67","-","-","25917->40;2349->34;26481->1"
"28-03-2022",S4AY2975,V902Z3ZZ,"PC Port","SEP009AD2F08AA2.asepeyo.site","22421->125;27083->50;10934->6"
"28-03-2022",S4AU6938,V902Z39Z,gi9,"SW-AMU139V0-7","7305->16;6395->15;13786->12"
"28-03-2022",S4PL5076,V305BHBA,"PC Port","SEP247E12BE6F16.asepeyo.site","1230->29;24273->7;23613->2"
"28-03-2022",S4PL3327,V305BHLB,gi20,"SW-AMU139V0-36","6425->46;1350->8;12498->6"
"28-03-2022",S4AU7083,V902Z3NC,"PC Port","SEP247E12BF778A.asepeyo.site","26307->21;27413->19;1349->15"
"28-03-2022",S4PL3873,V305BH8R,"-","-","14681->25;13786->17;7305->16"
"28-03-2022",S4AU7145,V902Z3AA,"PC Port","SEP247E12BF5D85.asepeyo.site","14694->14;7343->10;6669->8"
"28-03-2022",S4PL3327,V305BHLB,gi20,"SW-AMU139V0-36","6425->46;1350->8;12498->6"
"28-03-2022",S4AU7258,0,gi12,"SW-AMU139V0-29","4003->56;6935->47;14457->5"
"28-03-2022",S4PL3818,V305BHVV,"-","-","23877->7;3192->7;27333->6"
"28-03-2022",S4PL4072,V305BG2D,"-","-","13614->6"
"28-03-2022",S4AU4974,V902Z3WB,gi15,"SW-AMU139V0-30","26481->50;10047->28;14457->7"
"28-03-2022",S4AV0275,V902V2X1,"Device Port 2","(empty)","6877->52;23299->37;10199->29"
"28-03-2022",S4PL4774,V305DFM3,gi13,"SW-AMU139V0-3","1366->48"
"28-03-2022",S4PL4187,V305BHBP,gi7,"SW-AMU139V0-31","11091->4;27333->2;26937->1"
"28-03-2022",S4PL4561,V305BHBH,"-","-","26937->8;27333->4;23287->3"
"28-03-2022",S4PL4554,V305BK1V,gi6,"SW-AMU139V0-16","1359->55;12660->2;20951->1"
"28-03-2022",S4PL5076,V305BHBA,"PC Port","SEP247E12BE6F16.asepeyo.site","1230->28;24273->7;23613->2"
"28-03-2022",S4PL9049,V305BK1W,"PC Port","SEP247E12BF8947.asepeyo.site","6341->48"
"28-03-2022",S4PL4705,V305BFMA,"-","-","22473->20"
"28-03-2022",S4PL4876,V305BK3L,"-","-","3167->38"
"28-03-2022",S4AU7137,V902Z39F,gi12,"SW-AMU139V0-36","27443->7;81241->6;25551->5"
"28-03-2022",S4PL4595,V305BK1Z,"-","-","23613->12;27443->5;6257->5"
